age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,English Learning Method,English Residence,Length of English Residence,Accent
18.0,0.0,"ottawa, ontario, canada",english159,english,0,541,canada,False,naturalistic,canada,18.0,1
21.0,0.0,"redwood falls, minnesota, usa",english160,english,1,542,usa,False,naturalistic,usa,21.0,1
24.0,13.0,"yokohama, japan",japanese9,japanese,0,543,japan,False,academic,canada,4.0,3
22.0,3.0,"hong kong, china",cantonese11,cantonese,1,544,china,False,academic,,0.0,3
25.0,10.0,"bernburg, germany",german8,german,0,545,germany,False,academic,,0.0,13
75.0,0.0,"wakefield, ohio, usa",english161,english,1,546,usa,False,naturalistic,usa,75.0,rem
41.0,0.0,"fairview park, ohio, usa",english163,english,0,547,usa,False,naturalistic,usa,39.0,rem
41.0,0.0,"delaware, ohio, usa",english162,english,1,548,usa,False,naturalistic,usa,39.0,1
38.0,0.0,"leeds, uk",english164,english,0,549,uk,False,naturalistic,uk,38.0,6
43.0,0.0,"detroit, michigan, usa",english165,english,1,550,usa,False,naturalistic,usa,43.0,1
18.0,0.0,"glenside, pennsylvania, usa",english166,english,0,551,usa,False,naturalistic,usa,18.0,1
43.0,0.0,"lakeview, michigan, usa",english167,english,0,552,usa,False,naturalistic,usa,43.0,1
24.0,8.0,"naples, italy",italian7,italian,0,553,italy,False,academic,usa,0.1,14
40.0,0.0,"oceanside, california, usa",english168,english,0,554,usa,False,naturalistic,usa,25.0,1
18.0,0.0,"cleveland, mississippi, usa",english169,english,0,555,usa,False,naturalistic,usa,18.0,0
50.0,0.0,"belmont, mississippi, usa",english170,english,1,556,usa,False,naturalistic,usa,50.0,0
27.0,11.0,"ruse, bulgaria",bulgarian6,bulgarian,0,557,bulgaria,False,naturalistic,,0.0,12
25.0,8.0,"sao paulo, brazil",portuguese14,portuguese,0,558,brazil,False,academic,,0.0,9
26.0,14.0,"seoul, south korea",korean11,korean,0,559,south korea,False,academic,philippines,0.3,3
60.0,45.0,"velky osek, czech republic",czech2,czech,0,560,czech republic,False,naturalistic,,0.0,rem
35.0,10.0,"mostar, bosnia and herzegovina",croatian2,croatian,1,561,bosnia and herzegovina,False,academic,,0.0,12
23.0,10.0,"lakselv, norway",norwegian4,norwegian,0,562,norway,False,academic,,0.0,15
21.0,0.0,"st. louis, missouri, usa",english171,english,0,563,usa,False,naturalistic,usa,21.0,1
49.0,0.0,"kingston, jamaica",english172,english,0,564,jamaica,False,naturalistic,"jamaica,uk",49.0,rem
18.0,13.0,"stara zagora, bulgaria",bulgarian7,bulgarian,0,566,bulgaria,False,academic,,0.0,12
19.0,0.0,"libertyville, illinois, usa",english173,english,0,567,usa,False,naturalistic,usa,19.0,1
30.0,0.0,"kuching, sarawak, malaysia",english174,english,1,568,malaysia,False,naturalistic,"australia,singapore",12.0,rem
59.0,8.0,"guangdong province, guangdong, china",teochew1,teochew,1,569,china,False,academic,"england,malaysia",13.0,3
37.0,7.0,"ioannina, greece",greek4,greek,0,570,greece,False,academic,,0.0,rem
24.0,0.0,"seattle, washington, usa",english175,english,0,572,usa,False,naturalistic,usa,21.0,1
18.0,0.0,"elizabeth city, north carolina, usa",english176,english,1,573,usa,False,naturalistic,usa,18.0,0
23.0,0.0,"new orleans, louisiana, usa",english177,english,1,574,usa,False,naturalistic,usa,23.0,rem
50.0,17.0,"tegucigalpa, honduras",spanish37,spanish,1,575,honduras,False,academic,usa,13.0,9
53.0,13.0,"tegucigalpa, honduras",spanish38,spanish,0,576,honduras,False,academic,usa,15.0,9
59.0,8.0,"erigavo, somalia",somali2,somali,0,577,somalia,False,academic,usa,22.0,16
27.0,11.0,"ankara, turkey",turkish10,turkish,0,578,turkey,False,academic,,0.0,rem
47.0,5.0,"accra, ghana",ga1,ga,0,579,ghana,False,academic,usa,21.0,16
52.0,15.0,"masaka, uganda",ganda1,ganda,1,580,uganda,False,academic,usa,29.0,rem
41.0,15.0,"bota, cameroon",ngemba1,ngemba,0,581,cameroon,False,academic,usa,3.0,16
62.0,6.0,"ghazi, pakistan",hindko1,hindko,0,582,pakistan,False,academic,usa,36.0,rem
30.0,0.0,"wilkes-barre, pennsylvania, usa",english178,english,0,583,usa,False,naturalistic,usa,30.0,1
57.0,0.0,"huron, south dakota, usa",english179,english,0,584,usa,False,naturalistic,usa,55.0,1
20.0,0.0,"newport, rhode island, usa",english180,english,0,585,usa,False,naturalistic,usa,20.0,rem
68.0,0.0,"new eagle, pennsylvania, usa",english181,english,0,586,usa,False,naturalistic,usa,68.0,1
52.0,14.0,"asmara, eritrea",tigrigna4,tigrigna,1,588,eritrea,False,academic,usa,30.0,rem
43.0,10.0,"bari, italy",italian8,italian,0,589,italy,False,academic,usa,0.1,14
50.0,0.0,"troy, new york, usa",english182,english,0,590,usa,False,naturalistic,usa,50.0,rem
26.0,7.0,"tallinn, estonia",estonian1,estonian,0,591,estonia,False,naturalistic,canada,1.1,rem
29.0,5.0,"trivandrum, kerala, india",malayalam2,malayalam,1,592,india,False,academic,usa,4.5,10
42.0,5.0,"jalandhar, india",hindi3,hindi,0,593,india,False,academic,usa,25.0,10
26.0,5.0,"szeged, hungary",hungarian4,hungarian,0,594,hungary,False,academic,usa,6.0,rem
55.0,0.0,"corriverton, guyana",english183,english,1,595,guyana,False,naturalistic,"guyana,usa",55.0,rem
22.0,8.0,"kaunas, lithuania",lithuanian3,lithuanian,1,596,lithuania,False,academic,usa,1.2,rem
18.0,0.0,"hillsboro, oregon, usa",english184,english,1,597,usa,False,naturalistic,usa,18.0,1
24.0,21.0,"mataro, catalonia, spain",catalan2,catalan,0,598,spain,False,naturalistic,uk,3.0,9
30.0,5.0,"bulawayo, zimbabwe",shona1,shona,1,599,zimbabwe,False,academic,"zimbabwe,usa",30.0,rem
50.0,10.0,"borama, somalia",somali3,somali,1,600,somalia,False,academic,usa,5.0,16
37.0,32.0,"tata, morocco",amazigh1,amazigh,0,601,morocco,False,academic,usa,7.0,2
20.0,4.0,"macau, china",cantonese12,cantonese,1,602,china,False,academic,canada,2.3,3
38.0,0.0,"oxford, uk",english185,english,0,604,uk,False,naturalistic,canada,36.0,6
39.0,0.0,"gadsden, alabama, usa",english186,english,1,605,usa,False,naturalistic,usa,39.0,0
42.0,0.0,"algona, iowa, usa",english187,english,1,606,usa,False,naturalistic,usa,42.0,1
53.0,13.0,"kao-hsiung, taiwan",mandarin11,mandarin,1,607,taiwan,False,academic,usa,33.0,3
31.0,31.0,"sokcho, south korea",korean12,korean,0,608,south korea,False,academic,usa,1.0,3
33.0,18.0,"pskov, russia",russian14,russian,0,609,russia,False,academic,usa,6.0,11
53.0,16.0,"ahmedabad, india",gujarati4,gujarati,1,610,india,False,academic,usa,22.0,10
35.0,0.0,"edinburgh, scotland, uk",english188,english,0,611,uk,False,naturalistic,uk,35.0,6
25.0,10.0,"bangkok, thailand",thai5,thai,0,612,thailand,False,academic,,0.0,3
20.0,3.0,"pamplona, spain",spanish39,spanish,0,614,spain,False,academic,,0.0,9
54.0,9.0,"sao paulo, brazil",portuguese15,portuguese,0,615,brazil,False,academic,usa,1.5,9
22.0,8.0,"wuppertal, germany",german9,german,0,616,germany,False,academic,usa,0.2,13
19.0,0.0,"grand forks, north dakota, usa",english189,english,0,617,usa,False,naturalistic,usa,19.0,1
27.0,0.0,"oak park, illinois, usa",english190,english,0,618,usa,False,naturalistic,usa,28.0,1
18.0,8.0,"turin, italy",italian9,italian,0,619,italy,False,academic,usa,0.1,14
26.0,7.0,"goteborg, sweden",swedish6,swedish,0,620,sweden,False,academic,,0.0,15
51.0,25.0,"nicosia, cyprus",greek5,greek,0,621,cyprus,False,academic,usa,29.0,rem
40.0,5.0,"dhaka, bangladesh",bengali5,bengali,1,622,bangladesh,False,academic,usa,15.0,rem
29.0,4.0,"jamshedpur, jharkhand, india",bengali6,bengali,0,624,india,False,naturalistic,uk,2.0,10
43.0,18.0,"khouribga, morocco",arabic19,arabic,0,625,morocco,False,academic,usa,8.0,2
26.0,8.0,"torun, poland",polish6,polish,1,626,poland,False,academic,usa,2.0,rem
48.0,12.0,"palermo, italy",italian10,italian,0,627,italy,False,academic,usa,25.0,14
19.0,12.0,"bordeaux, france",french13,french,0,628,france,False,academic,,0.0,4
23.0,14.0,"paris, france",french14,french,1,629,france,False,academic,usa,1.0,4
21.0,11.0,"sollentuna, sweden",swedish7,swedish,1,630,sweden,False,academic,"uk,canada",1.0,15
19.0,0.0,"las cruces, new mexico, usa",english191,english,0,631,usa,False,naturalistic,usa,19.0,1
25.0,15.0,"porto alegre, brazil",portuguese16,portuguese,0,632,brazil,False,academic,scotland,2.5,9
32.0,12.0,"sens, france",french15,french,0,633,france,False,academic,,0.0,4
24.0,23.0,"kocaeli, turkey",turkish11,turkish,1,634,turkey,False,academic,usa,1.0,rem
24.0,10.0,"darmstadt, germany",german10,german,0,635,germany,False,academic,uk,0.1,13
27.0,0.0,"east lansing, michigan, usa",english192,english,1,636,usa,False,naturalistic,usa,27.0,1
32.0,0.0,"honolulu, hawaii, usa",english193,english,0,637,usa,False,naturalistic,usa,32.0,1
19.0,0.0,"manchester, england, uk",english194,english,0,638,uk,False,naturalistic,uk,19.0,6
21.0,0.0,"delavan, wisconsin, usa",english195,english,1,639,usa,False,naturalistic,usa,21.0,1
20.0,11.0,"frankfurt, germany",german11,german,1,640,germany,False,academic,,0.0,13
30.0,18.0,"cagliari, italy",italian11,italian,0,641,italy,False,academic,uk,0.25,14
55.0,12.0,"kabul, afghanistan",dari2,dari,0,642,afghanistan,False,academic,usa,35.0,rem
36.0,12.0,"chtaura, beqa valley, lebanon",arabic20,arabic,0,643,lebanon,False,academic,usa,1.0,2
20.0,6.0,"cartago, costa rica",spanish40,spanish,0,644,costa rica,False,academic,,0.0,rem
25.0,6.0,"slovenj gradec, slovenia",slovenian1,slovenian,1,645,slovenia,False,academic,usa,1.5,rem
40.0,8.0,"tashkent, uzbekistan",uzbek3,uzbek,0,646,uzbekistan,False,academic,usa,8.0,rem
34.0,12.0,"ayaguz, kazakhstan",russian15,russian,1,647,kazakhstan,False,academic,"canada,usa",6.0,rem
35.0,11.0,"minsk, belarus",russian16,russian,0,648,belarus,False,academic,"uk,usa",6.0,11
26.0,17.0,"kyiv, ukraine",ukrainian1,ukrainian,0,649,ukraine,False,academic,usa,0.2,6
43.0,12.0,"minsk, belarus",belarusan2,belarusan,1,650,belarus,False,academic,usa,5.0,rem
29.0,14.0,"feldkirch, austria",german12,german,1,651,austria,False,academic,usa,5.0,rem
54.0,13.0,"eschen, liechtenstein",german13,german,1,652,liechtenstein,False,academic,"usa,australia,southafrica",19.0,rem
35.0,14.0,"nachod, czech republic",czech3,czech,0,653,czech republic,False,academic,usa,5.75,rem
50.0,0.0,"suva, fiji",english196,english,1,654,fiji,False,naturalistic,"fiji,usa",50.0,rem
35.0,5.0,"savusavu, vanua levu, fiji",fijian1,fijian,0,655,fiji,False,naturalistic,"fiji,usa",35.0,rem
39.0,6.0,"suva, fiji",fijian2,fijian,1,656,fiji,False,academic,"fiji,usa",39.0,rem
48.0,6.0,"suva, fiji",fijian3,fijian,1,657,fiji,False,academic,"fiji,usa,newzealand",48.0,rem
19.0,7.0,"montreal, quebec, canada",french16,french,1,658,canada,False,academic,canada,19.0,rem
43.0,5.0,"vatukoula, fiji",rotuman1,rotuman,1,659,fiji,False,academic,"newzealand,fiji,usa",43.0,6
52.0,7.0,"rotuma, rotuma, fiji",rotuman2,rotuman,0,660,fiji,False,academic,"newzealand,fiji,usa",52.0,rem
44.0,10.0,"split, croatia",croatian3,croatian,1,661,croatia,False,academic,"newzealand,usa",0.0,12
22.0,0.0,"iowa city, iowa, usa",english197,english,0,662,usa,False,naturalistic,usa,22.0,1
56.0,0.0,"washington, district of columbia, usa",english198,english,0,663,usa,False,naturalistic,usa,56.0,1
25.0,0.0,"bay shore, new york, usa",english199,english,0,664,usa,False,naturalistic,usa,25.0,rem
43.0,12.0,"akranes, iceland",icelandic2,icelandic,1,665,iceland,False,academic,usa,5.0,15
22.0,0.0,"berkeley, california, usa",english200,english,1,667,usa,False,naturalistic,usa,22.0,1
26.0,0.0,"warren, michigan, usa",english201,english,1,668,usa,False,naturalistic,usa,26.0,1
50.0,10.0,"hawler, kurdistan, iraq",kurdish2,kurdish,0,669,iraq,False,academic,usa,20.0,2
46.0,30.0,"beirut, lebanon",arabic21,arabic,1,670,lebanon,False,naturalistic,usa,13.0,2
37.0,18.0,"pskov, russia",russian17,russian,0,671,russia,False,academic,usa,2.0,11
25.0,20.0,"giresun, turkey",turkish12,turkish,0,672,turkey,False,academic,usa,0.5,rem
19.0,0.0,"crisfield, maryland, usa",english202,english,0,673,usa,False,naturalistic,usa,19.0,rem
63.0,0.0,"boston, massachusetts, usa",english203,english,1,674,usa,False,naturalistic,usa,31.0,rem
30.0,10.0,"vienna, austria",german14,german,1,675,austria,False,academic,usa,0.25,rem
35.0,11.0,"innsbruck, austria",german15,german,0,676,austria,False,academic,usa,8.0,rem
42.0,5.0,"tarlac city, philippines",tagalog5,tagalog,1,677,philippines,False,naturalistic,"philippines,usa,australia",42.0,rem
53.0,0.0,"chicago, illinois, usa",english204,english,0,678,usa,False,naturalistic,usa,49.0,1
45.0,0.0,"blue earth, minnesota, usa",english205,english,1,679,usa,False,naturalistic,usa,45.0,1
35.0,0.0,"hucknall, nottinghamshire, england, uk",english206,english,1,680,uk,False,naturalistic,uk,35.0,6
38.0,14.0,"bellinzona, switzerland",italian12,italian,1,681,switzerland,False,academic,"zimbabwe,usa",6.5,rem
39.0,14.0,"fribourg, switzerland",french17,french,0,683,switzerland,False,academic,usa,5.0,rem
23.0,0.0,"wilkes-barre, pennsylvania, usa",english207,english,1,684,usa,False,naturalistic,usa,23.0,1
29.0,13.0,"nantou, taiwan",mandarin13,mandarin,0,685,taiwan,False,academic,,0.0,3
54.0,10.0,"erding, bavaria, germany",bavarian1,bavarian,1,687,germany,False,academic,"usa,uk",17.0,rem
47.0,12.0,"bucharest, romania",romanian5,romanian,1,688,romania,False,academic,usa,4.0,2
35.0,12.0,"bucharest, romania",romanian6,romanian,0,689,romania,False,academic,usa,1.0,2
47.0,12.0,"bucharest, romania",romanian8,romanian,0,690,romania,False,academic,usa,6.0,2
28.0,10.0,"bacau, romania",romanian9,romanian,1,691,romania,False,academic,usa,2.5,2
27.0,11.0,"bucharest, romania",romanian10,romanian,1,692,romania,False,academic,usa,2.0,2
39.0,14.0,"buzau, romania",romanian11,romanian,0,693,romania,False,academic,usa,1.5,2
33.0,11.0,"bucharest, romania",romanian7,romanian,0,694,romania,False,academic,usa,4.0,2
46.0,0.0,"washington, dc, usa",english208,english,0,695,usa,False,naturalistic,usa,29.0,1
47.0,12.0,"kabul, kandahar, afghanistan",pashto1,pashto,1,696,afghanistan,False,academic,usa,28.0,rem
41.0,9.0,"oslo, norway",norwegian5,norwegian,1,697,norway,False,academic,usa,0.5,15
27.0,11.0,"sukhothai, thailand",thai6,thai,0,698,thailand,False,academic,usa,1.0,3
20.0,7.0,"helsinki, finland",finnish3,finnish,1,699,finland,False,academic,usa,0.2,15
30.0,9.0,"helsinki, finland",finnish4,finnish,1,700,finland,False,academic,"uk,usa",3.0,15
22.0,10.0,"helsinki, finland",swedish8,swedish,1,701,finland,False,academic,usa,0.1,15
28.0,0.0,"saint johns, antigua and barbuda",english209,english,1,702,antigua and barbuda,False,naturalistic,"antiguaandbarbuda,usa",28.0,rem
52.0,6.0,"maseru, lesotho",sesotho1,sesotho,1,703,lesotho,False,academic,"lesotho,usa",49.0,rem
27.0,15.0,"velika plana, serbia",serbian4,serbian,0,704,serbia,False,academic,,0.0,12
23.0,0.0,"trenton, nova scotia, canada",english210,english,1,705,canada,False,naturalistic,canada,23.0,rem
25.0,6.0,"bonao, dominican republic",spanish41,spanish,0,706,dominican republic,False,naturalistic,usa,23.0,rem
29.0,5.0,"katmandu, nepal",newari1,newari,0,707,nepal,False,naturalistic,usa,5.5,rem
39.0,12.0,"chittagong, bangladesh",chittagonian1,chittagonian,0,708,bangladesh,False,academic,usa,9.0,rem
54.0,5.0,"noakhali, bangladesh",bengali8,bengali,0,709,bangladesh,False,academic,usa,9.0,rem
49.0,6.0,"mymensingh, bangladesh",bengali7,bengali,0,710,bangladesh,False,academic,usa,5.5,rem
54.0,17.0,"sylhet, bangladesh",sylheti1,sylheti,0,711,bangladesh,False,academic,usa,20.0,rem
80.0,18.0,"bogota, colombia",spanish42,spanish,1,712,colombia,False,academic,usa,20.0,9
29.0,6.0,"tbilisi, republic of georgia",georgian3,georgian,0,713,republic of georgia,False,academic,usa,3.0,rem
43.0,16.0,"santiago-dr, dominican republic",spanish43,spanish,0,714,dominican republic,False,academic,usa,22.0,rem
47.0,12.0,"santiago-dr, dominican republic",spanish45,spanish,1,715,dominican republic,False,academic,usa,2.0,rem
33.0,14.0,"santo domingo, dominican republic",spanish46,spanish,0,717,dominican republic,False,academic,usa,10.0,rem
25.0,12.0,"santo domingo, dominican republic",spanish47,spanish,1,718,dominican republic,False,academic,usa,2.5,rem
49.0,20.0,"dalian, liaoning, china",mandarin14,mandarin,0,719,china,False,academic,usa,21.0,3
30.0,0.0,"worcester, massachusetts, usa",english211,english,0,720,usa,False,naturalistic,usa,30.0,rem
28.0,12.0,"tbilisi, republic of georgia",georgian4,georgian,0,721,republic of georgia,False,academic,usa,3.0,rem
35.0,6.0,"belgrade, serbia",serbian5,serbian,0,722,serbia,False,academic,usa,1.8,12
33.0,12.0,"kraljevo, serbia",serbian6,serbian,0,723,serbia,False,academic,usa,2.0,12
31.0,7.0,"belgrade, serbia",serbian7,serbian,1,724,serbia,False,academic,usa,2.0,12
31.0,9.0,"kragujevac, serbia",serbian9,serbian,1,725,serbia,False,academic,usa,3.5,12
44.0,20.0,"kraljevo, serbia",serbian8,serbian,0,726,serbia,False,academic,usa,0.75,12
25.0,7.0,"belgrade, serbia",serbian10,serbian,0,727,serbia,False,naturalistic,"australia,usa",1.5,12
20.0,6.0,"przemet, poland",polish7,polish,0,728,poland,False,academic,,0.0,rem
24.0,0.0,"spartanburg, south carolina, usa",english212,english,0,729,usa,False,naturalistic,usa,24.0,0
21.0,3.0,"hong kong, china",cantonese13,cantonese,1,730,china,False,academic,,0.0,3
21.0,6.0,"bilbao, spain",spanish48,spanish,0,731,spain,False,academic,,0.0,9
31.0,6.0,"tandil, argentina",spanish49,spanish,0,732,argentina,False,academic,,0.0,9
20.0,8.0,"enna, italy",italian13,italian,0,733,italy,False,academic,,0.0,14
38.0,0.0,"dodge city, kansas, usa",english213,english,0,734,usa,False,naturalistic,usa,38.0,1
23.0,6.0,"istanbul, turkey",turkish14,turkish,1,735,turkey,False,academic,usa,0.5,rem
18.0,10.0,"ankara, turkey",turkish15,turkish,0,736,turkey,False,academic,usa,0.75,rem
26.0,0.0,"myrtle beach, south carolina, usa",english214,english,0,737,usa,False,naturalistic,usa,26.0,0
20.0,0.0,"lemington spa, warwickshire, uk",english215,english,0,738,uk,False,naturalistic,"uk,ireland,usa",20.0,6
48.0,0.0,"chicago, illinois, usa",english216,english,1,739,usa,False,naturalistic,usa,48.0,1
66.0,0.0,"harrow, middlesex, uk",english217,english,0,740,uk,False,naturalistic,"uk,usa",66.0,6
22.0,6.0,"washington, dc, usa",french18,french,0,741,usa,False,academic,uk,0.3,rem
19.0,3.0,"hong kong, china",cantonese14,cantonese,1,742,china,False,academic,uk,0.5,3
18.0,10.0,"bilzen, flanders, belgium",dutch4,dutch,0,743,belgium,False,academic,,0.0,rem
26.0,14.0,"belgrade, serbia",serbian11,serbian,0,744,serbia,False,naturalistic,canada,12.0,12
25.0,12.0,"kars, turkey",turkish16,turkish,0,745,turkey,False,academic,uk,0.75,rem
28.0,11.0,"tainan, taiwan",mandarin15,mandarin,1,746,taiwan,False,academic,"newzealand,usa,uk",4.0,3
27.0,0.0,"abingdon, virginia, usa",english218,english,1,747,usa,False,naturalistic,usa,27.0,0
38.0,0.0,"oakland, california, usa",english219,english,1,748,usa,False,naturalistic,usa,38.0,1
18.0,0.0,"anaheim, california, usa",english220,english,1,749,usa,False,naturalistic,usa,18.0,1
32.0,10.0,"taipei, taiwan",mandarin16,mandarin,0,750,taiwan,False,academic,usa,1.35,3
19.0,6.0,"moga, punjab, india",punjabi3,punjabi,0,751,india,False,naturalistic,usa,2.0,10
27.0,15.0,"santo domingo, dominican republic",spanish50,spanish,0,752,dominican republic,False,academic,usa,0.25,rem
20.0,6.0,"caguas, puerto rico",spanish51,spanish,0,753,puerto rico,False,academic,usa,20.0,rem
45.0,0.0,"london, uk",english221,english,0,754,uk,False,naturalistic,"uk,australia,usa",45.0,6
39.0,12.0,"grenoble, france",french19,french,0,755,france,False,academic,"canada,usa",12.0,4
40.0,2.0,"ibadan, oyo, nigeria",yoruba2,yoruba,1,756,nigeria,False,academic,"usa,uk",8.5,16
37.0,14.0,"katmandu, nepal",nepali2,nepali,1,757,nepal,False,academic,usa,4.0,rem
35.0,11.0,"yangon, myanmar",burmese1,burmese,1,758,myanmar,False,academic,usa,1.5,rem
50.0,12.0,"pusan, south korea",korean13,korean,1,759,south korea,False,academic,usa,19.0,3
65.0,14.0,"kafanchan, nigeria",igbo2,igbo,0,760,nigeria,False,academic,uk,7.0,16
20.0,8.0,"cosenza, italy",italian14,italian,0,761,italy,False,academic,uk,0.1,14
38.0,10.0,"ulaanbaatar, mongolia",mongolian3,mongolian,0,762,mongolia,False,academic,usa,0.66,rem
31.0,6.0,"ankara, turkey",turkish17,turkish,0,763,turkey,False,academic,usa,10.0,rem
18.0,0.0,"auburn, indiana, usa",english222,english,1,764,usa,False,naturalistic,usa,18.0,1
28.0,14.0,"bhilwara, rajisthan, india",hindi4,hindi,1,765,india,False,academic,usa,2.0,10
46.0,5.0,"lagos, nigeria",yoruba3,yoruba,1,766,nigeria,False,academic,usa,34.0,16
18.0,0.0,"erie, pennsylvania, usa",english223,english,0,767,usa,False,naturalistic,usa,18.0,1
20.0,0.0,"bridgetown, barbados",english224,english,0,768,barbados,False,naturalistic,barbados,20.0,rem
20.0,11.0,"otwock, poland",polish8,polish,0,769,poland,False,academic,,0.0,rem
54.0,13.0,"rotterdam, netherlands",dutch5,dutch,1,770,netherlands,False,academic,usa,11.0,rem
50.0,0.0,"dundee, scotland, uk",english225,english,0,771,uk,False,naturalistic,"scotland,usa",50.0,6
38.0,0.0,"walton-on-thames, surrey, uk",english226,english,0,772,uk,False,naturalistic,"uk,usa",38.0,6
42.0,0.0,"camberley, surrey, uk",english227,english,1,773,uk,False,naturalistic,"uk,usa",42.0,6
59.0,0.0,"glasgow, scotland, uk",english228,english,1,774,uk,False,naturalistic,"scotland,usa,sierraleone",59.0,6
25.0,0.0,"burlington, vermont, usa",english229,english,0,775,usa,False,naturalistic,usa,25.0,1
35.0,0.0,"launceston, tasmania, australia",english230,english,0,776,australia,False,naturalistic,australia,35.0,5
29.0,21.0,"popayan, cauca, colombia",spanish52,spanish,1,777,colombia,False,academic,usa,3.0,9
53.0,12.0,"dakar, senegal",pulaar1,pulaar,1,778,senegal,False,academic,"uk,usa",0.5,rem
44.0,13.0,"rufisque, senegal",pulaar2,pulaar,0,779,senegal,False,academic,,0.0,rem
39.0,18.0,"fatick, senegal",serer1,serer,0,780,senegal,False,academic,,0.0,rem
52.0,14.0,"khombole, senegal",wolof3,wolof,1,781,senegal,False,academic,,0.0,rem
56.0,12.0,"dagana, senegal",wolof4,wolof,1,782,senegal,False,academic,usa,13.0,rem
30.0,13.0,"saint louis, senegal",wolof5,wolof,1,783,senegal,False,academic,,0.0,rem
34.0,16.0,"ziguinchor, senegal",jola1,jola,0,784,senegal,False,academic,,0.0,rem
35.0,15.0,"tambacounda, senegal",xasonga1,xasonga,1,785,senegal,False,academic,,0.0,rem
53.0,30.0,"dakar, senegal",pulaar3,pulaar,0,786,senegal,False,academic,,0.0,rem
26.0,14.0,"goudiri, senegal",bambara4,bambara,0,787,senegal,False,academic,,0.0,rem
23.0,12.0,"ziguinchor, senegal",mandinka1,mandinka,0,789,senegal,False,academic,,0.0,rem
27.0,15.0,"goudomp, senegal",mankanya1,mankanya,0,790,senegal,False,academic,,0.0,rem
22.0,0.0,"tampa, florida, usa",english231,english,0,791,usa,False,naturalistic,usa,22.0,rem
26.0,26.0,"kabul, kandahar, afghanistan",pashto2,pashto,1,792,afghanistan,False,academic,usa,0.75,rem
26.0,0.0,"edmonton, alberta, canada",english233,english,1,793,canada,False,naturalistic,canada,26.0,1
49.0,0.0,"bloomington, indiana, usa",english234,english,0,794,usa,False,naturalistic,usa,49.0,1
52.0,0.0,"richmond, virginia, usa",english235,english,1,795,usa,False,naturalistic,usa,52.0,0
26.0,13.0,"wuhan, hubei, china",mandarin17,mandarin,0,796,china,False,academic,canada,2.0,3
33.0,6.0,"bogota, colombia",spanish53,spanish,0,797,colombia,False,academic,usa,1.2,9
32.0,0.0,"metairie, louisiana, usa",english232,english,1,798,usa,False,naturalistic,usa,32.0,rem
44.0,0.0,"st. charles, illinois, usa",english236,english,0,799,usa,False,naturalistic,usa,34.0,1
25.0,18.0,"vina del mar, chile",spanish54,spanish,0,800,chile,False,academic,usa,1.0,9
22.0,0.0,"jeffersonville, ohio, usa",english237,english,1,801,usa,False,naturalistic,usa,22.0,rem
21.0,0.0,"vancouver, british  columbia, canada",english238,english,1,802,canada,False,naturalistic,canada,21.0,rem
19.0,0.0,"fort kobbe, panama",english239,english,0,803,panama,False,naturalistic,usa,18.0,rem
23.0,12.0,"alma, quebec, canada",french20,french,0,804,canada,False,academic,uk,2.0,rem
18.0,15.0,"salinas, brazil",portuguese17,portuguese,0,806,brazil,False,naturalistic,usa,3.0,9
25.0,12.0,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,1,808,bosnia and herzegovina,False,academic,usa,1.5,12
33.0,12.0,"sulaymaniyah, iraq",kurdish3,kurdish,1,809,iraq,False,academic,usa,10.0,2
36.0,9.0,"tandil, argentina",spanish55,spanish,0,810,argentina,False,academic,usa,3.2,9
20.0,9.0,"amiens, france",french21,french,0,811,france,False,academic,uk,0.5,4
50.0,12.0,"almada, portugal",portuguese18,portuguese,1,812,portugal,False,academic,usa,10.0,9
62.0,12.0,"igoumenitsa, greece",greek6,greek,1,813,greece,False,academic,usa,44.0,rem
36.0,20.0,"reykjavik, iceland",icelandic3,icelandic,1,814,iceland,False,naturalistic,usa,7.0,15
26.0,0.0,"guelph, ontario, canada",english240,english,0,815,canada,False,naturalistic,canada,26.0,1
23.0,12.0,"klaipeda, lithuania",lithuanian4,lithuanian,1,816,lithuania,False,academic,,0.0,rem
52.0,0.0,"wanganui, new zealand",english241,english,1,817,new zealand,False,naturalistic,newzealand,29.0,rem
77.0,0.0,"laurel, mississippi, usa",english242,english,1,818,usa,False,naturalistic,usa,77.0,0
24.0,7.0,"tervuren, belgium",vlaams1,vlaams,0,819,belgium,False,naturalistic,,0.0,rem
27.0,0.0,"fredericton, new brunswick, canada",english243,english,0,820,canada,False,naturalistic,canada,27.0,rem
23.0,0.0,"san francisco, california, usa",english244,english,0,821,usa,False,naturalistic,usa,13.0,1
78.0,16.0,"ghent, belgium",french22,french,1,822,belgium,False,academic,usa,18.0,rem
76.0,16.0,"ghent, belgium",french23,french,1,823,belgium,False,academic,,0.0,rem
25.0,0.0,"pittsburgh, pennsylvania, usa",english245,english,0,824,usa,False,naturalistic,usa,22.0,1
32.0,0.0,"los angeles, california, usa",english246,english,0,825,usa,False,naturalistic,usa,32.0,1
34.0,32.0,"kashgar, china",uyghur2,uyghur,1,826,china,False,naturalistic,usa,2.0,3
26.0,12.0,"hakodate, japan",japanese10,japanese,1,827,japan,False,academic,usa,4.0,3
